Queries,Ground Truth label,Highest Similarity Value,Unnamed: 3
"In the context of compensation claims, who bears the burden of proving a claim for compensation or interim award, and what flexibility does the court or the Authority have regarding the admissibility of evidence, as outlined in the provided law?",1,0.5969310552848638,
"In cases where a court recovers compensation from a convicted person, what is the distribution mechanism for the recovered amount, and how does the receipt of compensation by a victim of crime impact their right to claim damages in civil proceedings, according to the provided law?",1,0.6542873149821332,
"What recourse does a person aggrieved by a court's decision on the quantum of compensation or the refusal to award compensation have, and what are the procedural aspects involved in seeking a review of such decisions, according to the provided law?",1,0.683290363692426,
"Under what circumstances and conditions may the Authority consider paying an interim award of money to a victim of crime, particularly in the case of a serious offence, and what criteria are used to define a ""serious offence"" for this purpose?",1,0.608078815420563,
"Under what conditions and through what process can a victim of crime or a representative apply for an interim award of money from the Authority? Describe the key requirements, including the submission of an affidavit and supporting documents, and the role of the Advisory Board in evaluating such applications.",1,0.6082180137761588,
"How does the Advisory Board evaluate applications for interim awards of money to victims of crime? Outline the key considerations, time frame, and factors taken into account in making recommendations to the Authority regarding the granting of interim awards.",1,0.6667376934361102,
"Explain the process and conditions under which the Authority may make an interim award to a victim of crime, including the repayment mechanism outlined in the specified law. Include details about the factors considered for repayment, the dependency on the victim's earning capacity, and the Authority's authority to periodically assess and modify repayment orders.",1,0.6014038796673777,
"Under what circumstances can the Magistrate's Court recover an unpaid sum of money received as an interim award, and what role does the certificate issued by the Chairman of the Authority play in this process?",1,0.6516455514088594,
"Which specific matters related to interim awards under this Act are addressed in the guidelines issued by the Authority, in consultation with the Advisory Board, and could you provide examples for some of these matters such as the form and the manner of the application, the time within which the application may be made for the payment, circumstances under which an interim award may be paid?",1,0.7683039216748578,
"What specific conditions, as outlined in the law, would disqualify a person from receiving compensation from a court or an interim award from the Authority? Can you provide examples illustrating these conditions, such as instances where the alleged offense did not occur, situations covered by self-defense, or if the victim of crime is found guilty of an offense? Additionally, are there any specific eligibility requirements mentioned in the law for individuals making a claim and receiving an interim award?",1,0.7110205399223042,
"Who are the members of the Advisory Board on Awards, as outlined in the law, and what are their respective roles or qualifications? How is the Chairman of the Advisory Board appointed, and what is the term of office for the Chairman? Additionally, what conditions or circumstances would allow the Minister to remove the Chairman of the Advisory Board from office?",1,0.7366685693867224,
"What are the disqualifications for appointment or continuation as a member of the Advisory Board, as specified in the law, and how do these disqualifications impact an individual's eligibility to serve on the Advisory Board? Under what circumstances would a person be disqualified from being appointed or continuing as a member of the Advisory Board, as per the provisions outlined in the law? Is the member allowed to become a member of the Parliament or any local authority? Or if the member is not a citizen of Sri Lanka?",1,0.6399971952697597,
"Under what specific conditions outlined in the law can a member of the Advisory Board resign from office, and what are the criteria for the removal of a member, as stipulated in the legislation? what is the consequence for a member of the Advisory Board who is removed from office, and when does their official tenure officially conclude according to the stipulations mentioned in the legislation?Furthermore, in cases of vacancies arising due to death, resignation, or removal, how does the law dictate the appointment of a successor, and what is the specified term for the replacement? Lastly, in situations where a member is temporarily unable to perform their duties due to illness, infirmity, or an extended absence from Sri Lanka, how does the law address the appointment of an interim member to act in their place?",1,0.6454828539375128,
"How long is the term of office specified for members of the Advisory Board, and under what conditions may a member cease to hold office before completing the designated three-year term according to the law? Is a member of the advisory board eligible for re-appointment after holding the office for a term of three years from the date of his appointment?",1,0.628372069958264,
"What provisions does the law stipulate regarding the the members of the Advisory Board being paid such remuneration out of the Fund of the Authority, at determined rates and which authorities are involved in establishing the rates of such remuneration?",1,0.5347818310354465,
"In the absence of the Chairman at a meeting of the Advisory Board, how is the presiding officer determined, and, according to the law, what is the specific quorum requirement for conducting business at such meetings? Additionally, who has a casting vote in case of an equality of votes, and what authority does the Chairman or the member presiding at the meeting hold regarding the procedure and decision-making at Advisory Board meetings?",1,0.5746598445379848,
"How does the law specifically ensure the validity of acts, decisions, or proceedings of the Advisory Board, even in the presence of vacancies or defects in the appointment of its members, and what provision does it make in this regard?",1,0.5195998991206723,
"How does the law address the application process for victims of crime, witnesses, or law enforcement authorities seeking to provide or obtain evidence or make statements through contemporaneous audio-visual linkage in court or Commission proceedings? In what manner does the law empower the court or Commission to decide on such applications, emphasizing the best interests of justice and the protection afforded to victims and witnesses? Furthermore, under what circumstances can the court or Commission utilize contemporaneous audio-visual linkage for an identification parade, and how does the law ensure that the Authority, upon the court or Commission's request, provides necessary financial and other resources for establishing and maintaining effective audio-visual linkages, taking into account the availability of resources?",1,0.6147906532530198,
"In a recent criminal case, a witness residing in a remote location within Sri Lanka wishes to give evidence through contemporaneous audio-visual linkage. The witness intends to file an application for this purpose. However, the witness is uncertain about the timelines and notice requirements outlined in the law. Explain the steps the witness should take regarding the timing and support needed for their application. What is the notice period required, and to whom should the witness provide prior notice? Additionally, discuss the exceptions mentioned in the law regarding the recording of a statement without notice in specific circumstances and the subsequent obligations of the law enforcement authority when the accused is identified.",1,0.5291098983808082,
"How does the law outline the technical requirements that must be satisfied for a court or Commission to permit the use of contemporaneous audio-visual linkage from a remote location? In detail, what are the prerequisites related to the facilities at both the court or Commission premises and the remote location? Furthermore, how does the law prescribe the technical aspects concerning the form of audio-visual linkage, the equipment used, the layout of cameras, the standard or speed of transmission, the quality of communication, and any other matters related to the linkage? Lastly, under what conditions can the presiding judge, Magistrate, or Commission impose additional requirements, and what limitations are set to ensure these requirements do not contradict any provision within the same section of the law?",1,0.5252992282405766,
"How does the law establish the procedures and requirements that a court or Commission must follow before recording the evidence or statement of a victim of crime or witness through contemporaneous audio-visual linkage from a remote location? Specifically, what steps must the court or Commission take to ensure the technical accuracy and reliability of the audio-visual linkage, and what role does a judicial officer or public officer play in this process? Additionally, how can the court or Commission further utilize the designated officer by requiring interviews with the victim of crime, witnesses, or other relevant individuals at the remote location, and what is the officer's responsibility in submitting a report on the voluntariness and absence of coercion, duress, influence, or inducements during the statement? Lastly, how does the law define ""public officer"" for the purposes of this section?",1,0.6266167659620242,
"How does the law instruct a court or Commission to evaluate the permissibility of using audio-visual linkage from a remote location for a victim of crime, witness, or law enforcement authority to give, obtain evidence, or make a statement? Specifically, what criteria must the court or Commission consider before granting permission, and how does the law emphasize the importance of serving the best interests of justice and ensuring that such use would not be detrimental to the right of an accused to a fair trial?",1,0.6497947415625903,
"How does the law, particularly in the context of evidence or statements from a remote location outside Sri Lanka specify the means through which such evidence or statements should be given, obtained, or made?",1,0.6086323288968492,
"Under what circumstances can a court or Commission make an order to vary or revoke a previously granted permission to record evidence or statements through contemporaneous audio-visual linkage from a remote location, and what requirement is mentioned in relation to such decisions?",1,0.5605923015634059,
How is a victim of crime or witness giving evidence or making a statement through contemporaneous audio-visual linkage from a remote location treated in legal terms,1,0.6009490137045435,
"The Authority has its own Fund. What financial resources contribute to the establishment of the Fund of the Authority, and what purposes can the money from this Fund be utilized for? How would the authority reveive funds? Sums of money as may be received by the Authority by way of gifts, donations, contributions, bequests, or grants from any source within or outside Sri Lanka?",1,0.6770304097932296,
"How is the Victims of Crime and Witnesses Assistance and Protection Fund (Protection Fund) funded, and what specific purposes are designated for the utilization of the money from this fund according to Section 91 of the law?",1,0.6821001885588354,
"How is the financial year determined for the Authority, and what provisions govern the audit and financial control of the Fund of the Authority and the Protection Fund",1,0.6686915380444879,
"What is the timeline for the Authority to submit its annual report to the Minister, and what documents must be attached to the report",1,0.5562003510215754,
"What are the prescribed penalties, both in terms of fines and imprisonment, for those convicted of unauthorized interference or obstruction with entities such as the court, Commission, Authority, Board, Protection Division, Advisory Board, law enforcement authority, or any public or judicial officer in the exercise, performance, or discharge of their powers, duties, or functions under this Act?",1,0.6480175397602872,
"Under what circumstances and with regard to which entities or individuals does the law hold individuals responsible for an offence committed by a body of persons, and what conditions must be met for an individual, such as a director, manager, partner, chief executive officer, member, or officer, to avoid being deemed to have committed the offense?",1,0.4681064711600121,
"In what circumstances can the disclosure of whether a victim of crime or witness is receiving or has received assistance or protection under the Act be compelled in proceedings, and under what conditions is such disclosure prohibited unless required for the purpose of implementing the provisions of the Act or any other written law?",1,0.5623409694414345,
How does the law explicitly address the relevance of a victim of crime or witness receiving or having received assistance or protection under the Act when assessing the credibility of their testimony in any court or Commission?,1,0.5582971049404551,
"How does the law categorize the Members of the Board, the Director-General, and all other officers and employees of the Authority, along with consultants and advisors appointed by the Authority, in terms of their status as public servants, and under which legal provisions does this classification apply?",1,0.4745644257707274,
"What is the significance of the rank of Assistant Director or above within the Authority in relation to the Code of Criminal Procedure Act, and how does the law designate officers of this rank in terms of their role as peace officers?",1,0.6849011190790573,
"How is the Authority classified under the Anti-Corruption Act, No. 9 of 2023, and what implications does this classification have on the application of the provisions of the Anti-Corruption Act to the Authority?",1,0.5945938930071684,
"What specific aspects can the Authority regulate through the formulation of rules according to this Act, particularly focusing on matters such as the terms and conditions of employment for officers, remuneration, disciplinary control, welfare, and social security schemes? Additionally, what is the stipulated procedure for making these rules public under the provisions of this Act?",1,0.5278535415828043,
"What are the provisions regarding the making, publication, approval, and rescission of regulations by the Minister under this Act, including the timeframe for bringing regulations before Parliament, the consequences of non-approval, and the requirement for notification of rescinded regulations?",1,0.4490371212347741,
"What are the transitional provisions and implications of the repeal of the Assistance to and Protection of Victims of Crime and Witnesses Act, No. 4 of 2015, including the status of appointed Board members, employees, legal proceedings, decrees, property, funds, contracts, and liabilities, as outlined in the new Act?",1,0.5099605794708137,
"What definitions and interpretations are provided for terms such as ""child victim of crime,"" ""child witness,"" ""Code of Criminal Procedure Act,"" ""Commission,"" ""ICCPR Act,"" ""injury,"" ""law enforcement authority,"" ""Minister,"" ""organised criminal group,"" ""public authority,"" ""relevant authority,"" ""restorative justice,"" ""victim of crime,"" and ""witness""?",1,0.6548716738358431,
"What specific actions fall under the offense of obscene publication and exhibition relating to children, and what penalties are for individuals who hire, employ, persuade, or involve children in obscene or indecent exhibitions or shows, or who produce, distribute, or possess indecent photographs or films involving children? Additionally, how is the term ""child"" defined in this context, and what is encompassed by the term ""film""?",1,0.5777520403576257,
"What actions constitute the offense of cruelty to children, and what are the potential legal consequences for individuals found guilty of wilfully assaulting, ill-treating, neglecting, or abandoning a person under eighteen years of age in a manner likely to cause suffering or injury to health? Additionally, what provisions are made regarding imprisonment, fines, and compensation for individuals convicted of cruelty to children?",1,0.5353842223029112,
"Which specific types of hurt are classified as ""grievous"" under the designated list provided in the section, and what criteria determine an injury to be categorized as ""grievous"" according to the described characteristics, including emasculation, permanent impairment of sight or hearing, privation or impairment of limbs, destruction or permanent impairment of limb functions, disfigurement of the head or face, cuts, fractures, and injuries requiring surgical operations?",1,0.48842594361313485,
"According to the laws on sexual harassment, what specific actions or use of words amount to the offense of sexual harassment, and how does the law address instances of unwelcome sexual advances within the context of a working place or any other location, particularly highlighting the role of a person in authority? Additionally, what are the potential penalties, including imprisonment, fines, and compensation, for individuals convicted of committing sexual harassment under this law?",1,0.6523404690831981,
"Under the law addressing procuration, what specific actions or attempts are considered offenses, and who are the targeted individuals for such offenses? How does the law handle the procurement of persons for prostitution both within and outside Sri Lanka, and what are the potential penalties upon conviction, including the duration of imprisonment and the possible fines for those found guilty of committing the offense of procuration? Specifically, what action is considered an offense, involving the procurement of a person to leave their usual place of abode in Sri Lanka, with the intent that the individual may, for the purposes of prostitution, become the inmate of or frequent a brothel within or outside Sri Lanka, according to the provided law?",1,0.6288345904158469,
"What are considered as the offense of sexual exploitation of children under the provided law, and what specific actions or behaviors are categorized as offenses, including permitting a child to remain in premises for sexual abuse, acting as a procurer, inducing clients for sexual abuse, taking advantage of influence over a child, using violence or threats, and providing monetary consideration? Additionally, what are the prescribed penalties upon conviction, such as the duration of imprisonment and potential fines? Furthermore, how does the law define a ""child"" in this context?",1,0.704268314659316,
"Under the provided law, what circumstances constitute the offense of rape, and in what situations can a man be charged with rape, including instances without a woman's consent, obtaining consent through force or threats, exploiting a woman's unsound mind or intoxication, deceiving her about his identity, or engaging in sexual intercourse with a woman under sixteen years of age? Additionally, how does the law define penetration in the context of rape, and what explanation is given regarding the necessity of evidence of resistance or physical injuries to prove lack of consent?",1,0.7430644198432883,
"How does the punishment for the offense of rape vary based on different circumstances, including the imposition of rigorous imprisonment for a minimum of seven years to a maximum of twenty years, fines, and compensation to the victim? Additionally, what aggravating factors lead to an increased penalty, such as committing rape while being a public officer, within certain institutions, on a pregnant woman, a woman under eighteen years of age, a mentally or physically disabled woman, or in the form of gang rape? Furthermore, how does the law address the offense of rape against a woman under sixteen years of age when there are specific relationships between the perpetrator and the victim, and what consequences are outlined for failure to pay the ordered compensation?",1,0.6977087615315254,
"If either one of the parties is directly descended from the other or is the adoptive parent, adoptive grandparent, adopted child or adopted grandchild of the other, and has sexual intercourse, what is given in the law for this scenario? How does the law specifically define the offense of incest, and could you provide further clarification on the enumerated degrees of relationship that constitute the basis for this offense? In cases of incest, does the law consider the legality of relationships, such as the presence or absence of a valid marriage or adoption? Regarding penalties, could you elaborate on the range of punishments for committing incest and attempting to commit incest? Furthermore, can you provide more details on the role of the Attorney-General in initiating prosecutions for offenses under this section, including any criteria or conditions outlined in the law for commencing such prosecutions with the Attorney-General's written sanction?",1,0.5275825851765481,
"How does the principal enactment impact the penalties for offenses, specifically related to fines and imprisonment? In cases where the offense is committed by a person over eighteen years of age concerning an individual under sixteen years of age, what are the revised punishments outlined in the amendment, including the duration of rigorous imprisonment, the fine imposed, and the requirement to pay compensation to the victim",1,0.5888749082322547,
"How does the law specifically define the offense of gross indecency, and what penalties does it impose on individuals who commit or are parties to such acts, including those involving a person over eighteen years of age committing the offense against an individual under sixteen years of age? Provide details on the potential duration of imprisonment, fines, and the obligation to pay compensation to the victim, as outlined in the given law.",1,0.5772998043026377,
"How does the law define and penalize the offense of grave sexual abuse, including the specific circumstances under which it is committed without consent, with coerced consent, or with the consent of a person under unsound mind or intoxication? Additionally, please provide details on the potential consequences for individuals convicted of grave sexual abuse, considering factors such as the duration of imprisonment, fines, and the obligation to compensate the victim, as outlined in the provided legal provision.",1,0.6802892054339018,
"When was the National Minimum Wage of Workers Act, No. 3 of 2016 deemed, for all purposes, to have come into operation?",1,0.729544422202665,
"Who is designated as the competent authority for the implementation of the National Minimum Wage of Workers Act, No. 3 of 2016, and what provision does the law make regarding the delegation of powers, functions, or duties of this competent authority?",1,0.6665715225539556,
"What are the standardized national minimum monthly wage and national minimum daily wage for workers, as per the provisions outlined in the relevant law, and what restriction does the law place on employers regarding the payment of wages to their workers?",1,0.7129181269130098,
"How does the National Minimum Wage of Workers Act affect the terms and conditions of employment, specifically relating to wages, salary, allowances, or other monetary payments, for workers who were already employed by an employer before the enactment of the law?",1,0.6665655842402978,
"What obligations are imposed on employers regarding the maintenance of records for workers in any industry or service? Specify the details that must be included in the register, and elucidate the duration for which employers are mandated to preserve these records according to the provisions of the law. Does the employer of a worker in any industry or service shall, from and after the date of coming into operation maintain and keep in the premises in which that industry or service is carried on, a register like the name, class of work, amount paid for each of the workers?",1,0.7078633129393218,
"Under the provisions of the National Minimum Wage of Workers Act, what powers are granted to the competent authority for the effective implementation of the law? Elaborate on the authority's authority to inspect places of employment, request production of registers, take copies, question individuals, and issue directives to employers.",1,0.5251314574540242,
"Under the labor laws, how does the law address the obligations of employers regarding the production and inspection of registers ? Explain the consequences for employers who fail to maintain the required register or refuse to produce it for inspection when required by the Commissioner-General. In failing to produce for inspection when required to do so, how should the incharge commissioner be asked to assess the wage?",1,0.4498400394450402,
"How does the labor laws address the issue of employers failing to pay the national minimum monthly or daily wage to workers? Explain the procedures and consequences outlined in the law, including the role of the Commissioner-General, the requirement for employers to deposit defaulted amounts, and the legal actions that can be taken against defaulting employers.",1,0.5665216030566411,
"Under the National Minimum Wage of Workers Act, No. 3 of 2016, consider a scenario where an employer fails to comply with the stipulated national minimum monthly wage, leading to a worker being shortpaid. Describe the potential legal consequences the employer might face, including the type of fine or imprisonment specified in the law. Additionally, provide an example illustrating how an individual's actions, such as hindering an inspection or providing false information to the competent authority, could result in legal penalties as outlined in the Act.",1,0.5860008308237009,
"Explain the details of corporate liability in case of an offense committed by a group of individuals. Illustrate this concept with a hypothetical situation involving a corporate, firm, or non-corporate entity. Consider roles such as directors, general managers, agents, secretaries, partners, or members, emphasizing when these individuals might be considered guilty of the offense. Furthermore, explain the specific conditions under which they could be held accountable. Delve into the Act's stipulations regarding consent, connivance, and the diligence required to prevent the commission of the offense. Finally, outline the available defenses that these individuals may use to mitigate their culpability as prescribed by the Act.",1,0.4879999665375636,
How shall the prosecution for any offence committed under the National Minimum Wage of Workers be instituted,1,0.6720310834254359,
"In the event of any conflict or inconsistency between the provisions of the National Minimum Wage of Workers Act, No. 3 of 2016 and any other written law, what law would prevail?",1,0.7698066080911199,
"When an employer pays to a worker such arrears in equal monthly installments or higher monthly installments within a period of six months commencing on which date the National Minimum Wage of Workers Act, No. 3 of 2016 comes into operation",1,0.7020958973281173,
"What are the definitions and scope of the terms such as ""Commissioner General,"" ""employer,"" ""industry or service,"" ""national minimum wage,"" and ""worker"" means. Explain to what category any trade, business, manufacture, and agriculture, any undertaking or occupation by way of trade, business, manufacture, or agriculture, and any branch or section of trade, business, manufacture, or agriculture belongs to",1,0.5432734673691378,
"How does this provision ensure linguistic clarity and legal uniformity in the implementation of the Act, especially in regions where both Sinhala and Tamil are used in the National Minimum Wage of Workers Act?",1,0.6183176926661893,
"What is the definition of ""document in electronic form,"" encompassing various aspects of electronic records, communications, and data messages according to the law. How does this amendment facilitate the inclusion of electronic evidence in legal proceedings, and what significance does it hold in the context of contemporary information technologies and electronic transactions?",1,0.570115664451103,
"Explain the principal enactment's impact on the pre-trial process, detailing the substitution for the words ""before the hearing,"" of the words ""before the day first fixed for the pre-trial conference.""",1,0.4691627907727556,
"The recent amendment to Section 22 introduces changes related to pre-trial procedures. Explain the amendment's impact, focusing on the substitution of the phrase ""before the hearing"" with ""before the day first fixed for pre-trial conference."" Additionally, analyze the significance of the amended marginal note, now titled ""Objections for non-joinder or misjoinder to be taken before the day first fixed for pre-trial conference."" How does this amendment enhance procedural clarity and contribute to effective case management?",1,0.5306808117150879,
When would they appoint a date for a pre-trial conference to be in presence when the answers are filled or a replication is permitted even on the last day of replication is to be filled?,1,0.5292324682010826,
"Describe the pre-trial steps mandated by the recent amendment before the pre-trial conference. Elaborate on the specific requirements outlined for the parties involved, including the submission of proposed admissions, issues of fact and law, witness lists, and document lists. How does this procedural change contribute to the efficiency and organization of the pre-trial process, and what is the significance of providing notice to all other parties with proof of service?",1,0.5502292231418191,
"Explain the procedures outlined in the recent amendment regarding the tendering of documents in electronic form during legal proceedings. Delve into the requirements for parties proposing to tender such documents, including the filing of lists and copies, notice to opposing parties, and the provision for access and inspection by the opposing party. What role does the court play in resolving disputes or objections related to the admissibility of electronic documents, and what measures are in place to ensure fairness and adherence to the rules throughout the pre-trial process?",1,0.555503244676711,
"Following the recent amendment to Section 80 of the principal enactment, elucidate the revised procedures for scheduling the trial after the conclusion of the pre-trial conference. Outline the responsibilities of the Judge in appointing a date for the trial, emphasizing the time frame stipulated and the factors that determine the readiness of the case for trial. Additionally, describe the provision regarding the appointment of a separate Judge for the trial, specifying the circumstances under which the same Judge may preside over both the pre-trial conference and the trial.",1,0.70030471720953,
What happened to the Section 80 A of the principal enactment,1,0.6790817742096549,
"Following the recent amendment to Section 93 of the principal enactment, explain the specific changes made in both subsection (1) and subsection (2). Discuss the implications of substituting the phrase ""first fixed for Pre-Trial of the action"" with ""first fixed for pre-trial conference of the action"" and how it aligns with the broader legal procedures outlined in the enactment.",1,0.5644229301622601,
"What amendment has been made to Section 94 of the principal enactment, specifically in subsection (1), regarding the timeframe for a party to take a certain action before the pre-trial conference?",1,0.4974153255141375,
"With the recent amendment to Section 101 of the principal enactment, explain the changes made concerning the timeline for filing a motion. Explain the significance of extending the time from ""not less than ten days before the hearing"" to ""not less than fifteen days before the date first fixed for the pre-trial conference"" and how it impacts the pre-trial procedures in the legal context.",1,0.5510273646126281,
"Following the recent amendment to Section 102 of the principal enactment, explain the modifications made to subsection (1) regarding the timeframe for taking certain actions by the parties. Explain the shift from ""at any time before the hearing"" to ""fifteen days before the date first fixed for the pre-trial conference"" and discuss the implications of this change on the procedural aspects of pre-trial preparation.",1,0.5351149603831402,
"Following the recent amendments to Section 103 of the principal enactment, explore the enhanced provisions related to the production and preservation of electronic documents. Examine the circumstances under which ex-parte applications can be made for such orders, the criteria for the court to grant such orders, and the consequences for non-compliance. Discuss the role of these amendments in streamlining the pre-trial processes and ensuring the efficient management of electronic evidence in legal proceedings",1,0.49410601223682327,
"The recent amendment to Section 104 of the principal enactment, explain the nuanced aspects of the revised timeline for taking actions before legal proceedings. Specifically, explore the significance of the fifteen-day period granted to a party before the date first fixed for the pre-trial conference. Examine the nature of actions that a party is now permitted to undertake within this timeframe and analyze how these changes align with the broader objectives of streamlining pre-trial processes. Consider the potential benefits and challenges associated with this amendment, emphasizing its impact on the preparation and conduct of legal proceedings. Additionally, discuss any safeguards or provisions within the amended Section 104 aimed at ensuring fairness, transparency, and the effective administration of justice.",1,0.45277938412527174,
"In legal proceedings, when a party wishes to safeguard certain documents or electronic information from disclosure, they can seek a protective order from the court. What are some of the measures the court may take, as outlined in section 104A of the principal enactment, to protect such documents or the interests of the involved parties?",1,0.5176405861426943,
"How does the amendment to Section 109 of the principal enactment expand the scope of requests that a party can make in legal proceedings, particularly concerning the pre-trial processes such as discovery, production, inspection, preservation, or protection?",1,0.42572501987009964,
"How does the replacement of Section 117 in the principal enactment impact the applicability of the provisions regarding documents and other material objects producible as evidence, including documents in electronic form?",1,0.5765995287471868,
"How does the amendment to Section 121 of the principal enactment, specifically the repeal of subsection (2), affect the provisions within that section?",1,0.6555465402325874,
"How does the pre-trial conference, as outlined in the legal provisions, aim to achieve settlement between parties, streamline the legal process, and enhance the efficiency of the trial?",1,0.5789569651124394,
What are the key aspects that the Judge addresses during the pre-trial conference?,1,0.37237936161886126,
What requirement does are impose on the parties or their registered attorneys during the pre-trial conference regarding the documents specified in the list of documents submitted?,1,0.5856819169261342,
"What provisions are there regarding the permission to call witnesses or produce documents at the trial during the pre-trial conference, especially in cases where such witnesses or documents were not initially included in the list filed?",1,0.6723159850614491,
"Under what circumstances, as outlined in the Act, can an application for pre-trial steps be entertained after the conclusion of the pre-trial conference of an action?",1,0.4065619943707279,
"How does the judge determine the issues in an action after all pre-trial steps have been taken, and what approach does the court adopt when there are both issues of law and facts in the same case?",1,0.5242476578044293,
"Under what circumstances can the Judge conducting the pre-trial conference advance or postpone the scheduled date for the conference, and what actions may the Judge take if a party fails to diligently follow the procedures outlined in Chapters XB and the relevant provisions or appears without sufficient cause during the pre-trial conference?",1,0.4988891180780381,
"How has Section 175 of the principal enactment been amended, particularly in relation to the inclusion of documents as provided by subparagraph (i) of paragraph (b) of section 79B, documents not so included or not permitted by the court under section 142D, and the consideration of any order made under section 142B?",1,0.6530821684196393,
"How has section 205 of the Civil Procedure Code (Chapter 101) been amended, specifically regarding the issuance of certified copies of judgments or final decrees to parties, the provision of copies to non-parties with the necessary requirements, and the authentication and verification of electronically issued or transmitted documents by a court?",1,0.5675369580842828,
"Which language text, according to the Civil Procedure Code (Amendment) Act, No. 20 of 2023, takes precedence in the case of any inconsistency between the Sinhala and Tamil versions?",1,0.7853631934528299,
"Whose responsibility is it, according to the provided law, to ensure the effective implementation of the provisions of this Act related to mass media?",1,0.6046355400601892,
"What right is granted to every citizen, as per the provided law, regarding access to information held by a public authority, with the exception mentioned in section 5 of this Act?",1,0.5922333136700708,
"In cases of inconsistency or conflict with other written laws, what is the governing principle regarding the effect and precedence of the provisions of this Act as stated in the provided law?",1,0.6585078031274788,
"Under what circumstances can a request for access to information be refused according to the provisions of the provided law, and are there exceptions to the refusal on certain grounds?",1,0.48512834560528584,
"In the event of a refusal of a request for information, what provision does the law make for access to be given to any part of a record or document that contains information not excluded from disclosure and can reasonably be severed from the part containing excluded information?",1,0.5561882803792315,
"What are the obligations of a public authority concerning the maintenance and preservation of records under the provisions of the Act, and how does the Act specify the duration for which both existing and new records should be preserved?",1,0.4637345055787836,
"What obligations do Ministers have under the Right to Information Act in terms of reporting, and how frequently are they required to publish reports? Can you provide a detailed breakdown of the information that must be included in these reports, encompassing aspects such as the organization's functions, the powers and duties of officers, procedures followed in decision-making, norms for discharge of functions, applicable rules and regulations, details of available facilities for citizen information access, allocated budgets with plans and expenditures, and information about appointed information officers? Additionally, within what timeframe are Ministers mandated to publish a report following the enactment of this Act, and what provisions exist for public access to these reports, including publication in official languages and electronic availability? Lastly, could you elaborate on any fee-related requirements for citizens obtaining copies of these reports as determined by the Commission?",1,0.5391309575953551,
"What responsibilities does the Minister assigned to a particular project have regarding public communication, and when should this information be disseminated to the public and those likely to be affected? Can you elaborate on the guidelines issued by the Commission concerning the manner of communication? Furthermore, how can members of the public obtain updated information about a project upon written request, and are there any associated fees, as determined by the Commission? Lastly, what financial thresholds define a ""project"" for the purpose of this section, differentiating between foreign-funded projects and locally funded projects?",1,0.7466295885142321,
"What information is required to be included in the annual reports that every public authority is obligated to submit to the Commission? Could you elaborate on the key components such as the total number of requests received, the outcomes of those requests (information provided and rejected), the amount of fees collected, the number of requests rejected under section 5, and instances where information was provided at the direction of the Commission? Additionally, what specific details should be provided regarding suggestions for enhancing the effectiveness of the transparency regime?",1,0.5787527772855713,
"What is the body established for the purposes of the Right to Information Act, and how is it referred to in the Act? Additionally, could you elaborate on the legal status of this body, including its characteristics as a corporate entity, perpetual succession, and its ability to sue and be sued?",1,0.4720563614837936,
"How is the Right to Information Commission constituted, and what is the process of appointing its members? Additionally, what criteria must the nominated individuals meet, and which organizations are responsible for making recommendations for the appointment of Commission members?",1,0.4904934164054128,
"How does the Right to Information Commission go about appointing a Director-General, and what specific responsibilities does this role entail, particularly in terms of overseeing the general affairs, providing direction, and managing the Commission? Furthermore, what authority does the Director-General possess concerning disciplinary control over the officers and employees of the Commission? In the context of terms and conditions of service, including remuneration, for the Director-General and other appointed individuals, how does the Commission determine these aspects, and what role does the Minister assigned the subject of Finance play in this decision-making process?",1,0.45913789789125736,
"What are the key duties and functions assigned to the Right to Information Commission under this Act, and how does it ensure the proper compliance of public authorities with their responsibilities as outlined in the legislation? Additionally, could you elaborate on the Commission's role in recommending both general and specific reforms for public authorities? How does the Commission contribute to the determination of fees for the release of information, including the issuance of guidelines and the establishment of fee schedules based on the principle of proactive disclosure? Furthermore, in what ways does the Commission engage in training activities for public officials to enhance the effective implementation of the Act, and how does it undertake initiatives to publicize the requirements of the Act and educate individuals about their rights? Lastly, could you provide insights into the guidelines issued by the Commission regarding proper record management for public authorities?",1,0.607752493369278,
"What powers are conferred upon the Right to Information Commission to fulfill its duties and functions under this Act? Specifically, could you elaborate on the Commission's authority to conduct inquiries, summon individuals for appearances, and examine them under oath or affirmation? How does the Commission utilize its power to inspect information held by a public authority, including exempted information under section 5, and what directives can it issue to a public authority regarding the provision and publication of information? Additionally, could you explain the role of the Commission in hearing and determining appeals filed by aggrieved individuals under section 32, and how does it wield authority in directing a public authority or its information officer to reimburse fees charged to a citizen due to a delay in providing requested information?",1,0.5985779488141296,
"How is the financial mechanism of the Right to Information Commission structured, and what are the sources of its funding? Could you elaborate on the allocations from Parliament and the acceptance of donations, gifts, or grants, both domestic and international, into the Commission's Fund? Furthermore, what transparency measures are in place regarding donations, gifts, or grants, and how does the Commission utilize the funds to cover the expenses related to exercising, discharging, and performing its powers, duties, and functions?",1,0.554833164476348,
